1,1,13,13,13,0.01,0.9,50.0,40,12000
1,2,13,13,13,0.01,0.9,50.0,40,12000
1,3,12,13,13,0.01,0.9,50.0,40,12000
1,4,11.75,13,13,0.01,0.9,50.0,40,12000
1,5,11.8,13,13,0.01,0.9,50.0,40,12000
1,6,12.833333333333334,18,18,0.01,0.9,50.0,40,12000
1,7,13.285714285714286,18,18,0.01,0.9,50.0,40,12000
1,8,13.625,18,18,0.01,0.9,50.0,40,12000
1,9,17.444444444444443,48,48,0.01,0.9,50.0,40,12000
1,10,17.2,48,48,0.01,0.9,50.0,40,12000
1,11,18,48,48,0.01,0.9,50.0,40,12000
1,12,17.583333333333332,48,48,0.01,0.9,50.0,40,12000
1,13,17.076923076923077,48,48,0.01,0.9,50.0,40,12000
1,14,17.142857142857142,48,48,0.01,0.9,50.0,40,12000
1,15,17,48,48,0.01,0.9,50.0,40,12000
1,16,16.6875,48,48,0.01,0.9,50.0,40,12000
1,17,16.470588235294116,48,48,0.01,0.9,50.0,40,12000
1,18,16.11111111111111,48,48,0.01,0.9,50.0,40,12000
1,19,15.842105263157896,48,48,0.01,0.9,50.0,40,12000
1,20,15.55,48,48,0.01,0.9,50.0,40,12000
1,21,15.952380952380953,48,48,0.01,0.9,50.0,40,12000
1,22,15.636363636363637,48,48,0.01,0.9,50.0,40,12000
1,23,15.608695652173912,48,48,0.01,0.9,50.0,40,12000
1,24,15.375,48,48,0.01,0.9,50.0,40,12000
1,25,15.44,48,48,0.01,0.9,50.0,40,12000
1,26,15.307692307692308,48,48,0.01,0.9,50.0,40,12000
1,27,15.25925925925926,48,48,0.01,0.9,50.0,40,12000
1,28,15.107142857142858,48,48,0.01,0.9,50.0,40,12000
1,29,15.586206896551724,48,48,0.01,0.9,50.0,40,12000
1,30,15.533333333333333,48,48,0.01,0.9,50.0,40,12000
1,31,15.67741935483871,48,48,0.01,0.9,50.0,40,12000
1,32,15.53125,48,48,0.01,0.9,50.0,40,12000
1,33,15.515151515151516,48,48,0.01,0.9,50.0,40,12000
1,34,15.382352941176471,48,48,0.01,0.9,50.0,40,12000
1,35,15.428571428571429,48,48,0.01,0.9,50.0,40,12000
1,36,15.25,48,48,0.01,0.9,50.0,40,12000
1,37,15.216216216216216,48,48,0.01,0.9,50.0,40,12000
1,38,15.105263157894736,48,48,0.01,0.9,50.0,40,12000
1,39,15.128205128205128,48,48,0.01,0.9,50.0,40,12000
1,40,15.05,48,48,0.01,0.9,50.0,40,12000
1,41,14.926829268292684,48,48,0.01,0.9,50.0,40,12000
