5,1,35,35,0.01,0.8,70.0,40,10000
5,2,23,35,0.01,0.8,70.0,40,10000
5,3,23,35,0.01,0.8,70.0,40,10000
5,4,24,35,0.01,0.8,70.0,40,10000
5,5,22.8,35,0.01,0.8,70.0,40,10000
5,6,21.833333333333332,35,0.01,0.8,70.0,40,10000
5,7,21.142857142857142,35,0.01,0.8,70.0,40,10000
5,8,22.5,35,0.01,0.8,70.0,40,10000
5,9,23.333333333333332,35,0.01,0.8,70.0,40,10000
5,10,23.3,35,0.01,0.8,70.0,40,10000
5,11,22.181818181818183,35,0.01,0.8,70.0,40,10000
5,12,21.583333333333332,35,0.01,0.8,70.0,40,10000
5,13,20.846153846153847,35,0.01,0.8,70.0,40,10000
5,14,21.5,35,0.01,0.8,70.0,40,10000
5,15,21.866666666666667,35,0.01,0.8,70.0,40,10000
5,16,21.25,35,0.01,0.8,70.0,40,10000
5,17,20.647058823529413,35,0.01,0.8,70.0,40,10000
5,18,21.72222222222222,40,0.01,0.8,70.0,40,10000
5,19,21.42105263157895,40,0.01,0.8,70.0,40,10000
5,20,20.95,40,0.01,0.8,70.0,40,10000
5,21,20.666666666666668,40,0.01,0.8,70.0,40,10000
5,22,20.181818181818183,40,0.01,0.8,70.0,40,10000
5,23,19.91304347826087,40,0.01,0.8,70.0,40,10000
5,24,19.666666666666668,40,0.01,0.8,70.0,40,10000
5,25,19.24,40,0.01,0.8,70.0,40,10000
5,26,18.96153846153846,40,0.01,0.8,70.0,40,10000
5,27,18.703703703703702,40,0.01,0.8,70.0,40,10000
5,28,19.107142857142858,40,0.01,0.8,70.0,40,10000
5,29,19.03448275862069,40,0.01,0.8,70.0,40,10000
5,30,18.966666666666665,40,0.01,0.8,70.0,40,10000
5,31,18.838709677419356,40,0.01,0.8,70.0,40,10000
5,32,18.6875,40,0.01,0.8,70.0,40,10000
5,33,18.606060606060606,40,0.01,0.8,70.0,40,10000
5,34,18.441176470588236,40,0.01,0.8,70.0,40,10000
5,35,18.714285714285715,40,0.01,0.8,70.0,40,10000
5,36,18.47222222222222,40,0.01,0.8,70.0,40,10000
5,37,18.486486486486488,40,0.01,0.8,70.0,40,10000
5,38,18.57894736842105,40,0.01,0.8,70.0,40,10000
5,39,18.692307692307693,40,0.01,0.8,70.0,40,10000
5,40,19.175,40,0.01,0.8,70.0,40,10000
5,41,19.073170731707318,40,0.01,0.8,70.0,40,10000
5,42,18.928571428571427,40,0.01,0.8,70.0,40,10000
5,43,20,65,0.01,0.8,70.0,40,10000
5,44,19.886363636363637,65,0.01,0.8,70.0,40,10000
5,45,19.866666666666667,65,0.01,0.8,70.0,40,10000
5,46,19.630434782608695,65,0.01,0.8,70.0,40,10000
5,47,19.46808510638298,65,0.01,0.8,70.0,40,10000
5,48,19.291666666666668,65,0.01,0.8,70.0,40,10000
5,49,19.183673469387756,65,0.01,0.8,70.0,40,10000
5,50,19.02,65,0.01,0.8,70.0,40,10000
5,51,18.901960784313726,65,0.01,0.8,70.0,40,10000
