
1,2087,100,74,0.01,0.9,0.01,0.9,0.9,20,40,10000
2,2171,100,78,0.01,0.9,0.01,0.95,0.9,20,40,10000
3,2229,100,109,0.01,0.9,0.01,0.9,0.9,20,40,10000
4,2183,100,53,0.01,0.9,0.01,0.9,0.9,20,40,10000
5,14654,893,103,0.01,0.8,0.01,0.7,0.7,20,40,10000
